"status","family","pval","qval","gene_short_name","is.feature","score","dir"
"RPS15A","OK","negbinomial.size",3.40582891723841e-54,1.13399911990217e-52,"RPS15A",FALSE,119.608674406485,-1
"FRMD4B","OK","negbinomial.size",6.92428533100911e-54,2.29593211950597e-52,"FRMD4B",TRUE,-118.903285922345,1
"CSF3R","OK","negbinomial.size",1.99743492963935e-53,6.59566219948265e-52,"CSF3R",TRUE,117.848012645239,-1
"RPL23A","OK","negbinomial.size",3.3064083087755e-53,1.08730488870062e-51,"RPL23A",FALSE,117.348137687501,-1
"JUNB","OK","negbinomial.size",7.03068574158673e-53,2.30254958036965e-51,"JUNB",TRUE,116.597822720504,-1
"RPL8","OK","negbinomial.size",7.41038775580611e-53,2.41699626761823e-51,"RPL8",FALSE,116.549314185197,-1
"RPS10","OK","negbinomial.size",9.45564255410939e-53,3.07154632723123e-51,"RPS10",FALSE,116.309658618254,-1
"ENO1","OK","negbinomial.size",3.37320449050717e-52,1.09130676451995e-50,"ENO1",FALSE,115.041878804996,-1
"PTPRE","OK","negbinomial.size",1.58302833475831e-51,5.10079815445711e-50,"PTPRE",FALSE,113.499857621343,-1
"HLA-E","OK","negbinomial.size",4.27403740376647e-51,1.37163987524088e-49,"HLA-E",FALSE,-112.510662543462,1
"RPL4","OK","negbinomial.size",5.18636382505695e-51,1.6577693330412e-49,"RPL4",FALSE,112.321196633292,-1
"RAB27A","OK","negbinomial.size",5.30721241677137e-51,1.68963882161036e-49,"RAB27A",FALSE,112.302154765637,-1
"MMD","OK","negbinomial.size",6.84879484126327e-51,2.17177458637043e-49,"MMD",TRUE,-112.05112494162,1
"PLAUR","OK","negbinomial.size",8.50189112197029e-51,2.68532063065868e-49,"PLAUR",TRUE,111.838869420362,-1
"MFSD1","OK","negbinomial.size",9.90727556708623e-51,3.1168913014404e-49,"MFSD1",FALSE,-111.689833429345,1
"RPL19","OK","negbinomial.size",1.04267585863011e-50,3.26745991620127e-49,"RPL19",FALSE,111.642656657688,-1
"RPS16","OK","negbinomial.size",1.13419938949033e-50,3.54038567242861e-49,"RPS16",FALSE,111.562433888483,-1
"ALDH1A1","OK","negbinomial.size",2.00983286756356e-50,6.24925075669277e-49,"ALDH1A1",TRUE,-110.994207979075,1
"RPL3","OK","negbinomial.size",5.2445202157675e-50,1.62437833504644e-48,"RPL3",FALSE,110.038959284177,-1
"MPEG1","OK","negbinomial.size",6.46596295512449e-50,1.99496177507335e-48,"MPEG1",FALSE,-109.83345957392,1
"GNAS","OK","negbinomial.size",7.09219502270184e-50,2.17975886255425e-48,"GNAS",FALSE,-109.744870206539,1
"HP","OK","negbinomial.size",1.05105144004733e-49,3.21798929402998e-48,"HP",TRUE,-109.355327742051,1
"RPS4X","OK","negbinomial.size",2.536127277101e-49,7.73518819515804e-48,"RPS4X",FALSE,108.478304649648,-1
"ALB","OK","negbinomial.size",7.63289651665805e-49,2.319181599415e-47,"ALB",TRUE,-107.380285006149,1
"ARRDC3","OK","negbinomial.size",1.50940776807742e-48,4.56881722526767e-47,"ARRDC3",TRUE,-106.702245012164,1
"PRCP","OK","negbinomial.size",1.99150795320077e-48,6.0053358694443e-47,"PRCP",FALSE,-106.428850985121,1
"ASGR1","OK","negbinomial.size",2.08406694128642e-48,6.26081914579692e-47,"ASGR1",TRUE,106.387188340208,-1
"NUP214","OK","negbinomial.size",2.11034721361116e-48,6.3160241887516e-47,"NUP214",FALSE,106.378409444576,-1
"ADGRG6","OK","negbinomial.size",2.4784835444307e-48,7.39013507594989e-47,"ADGRG6",TRUE,-106.22135335772,1
"PFN1","OK","negbinomial.size",4.27526813370729e-48,1.27002481994256e-46,"PFN1",FALSE,105.679877834185,-1
"LAMP1","OK","negbinomial.size",7.47619334962833e-48,2.21267633544e-46,"LAMP1",FALSE,-105.124711483368,1
"GSTP1","OK","negbinomial.size",2.39515046943643e-47,7.06260051707251e-46,"GSTP1",FALSE,103.964100948849,-1
"RPL14","OK","negbinomial.size",2.80682200320243e-47,8.24607155426127e-46,"RPL14",FALSE,103.809177366028,-1
"GCA","OK","negbinomial.size",7.37310752272315e-47,2.15818689428867e-45,"GCA",FALSE,102.847060716322,-1
"MYADM","OK","negbinomial.size",7.58722389050028e-47,2.21275569740831e-45,"MYADM",TRUE,102.82209052406,-1
"TSPAN4","OK","negbinomial.size",7.87406335377912e-47,2.28805964581996e-45,"TSPAN4",TRUE,-102.788625042577,1
"RAB31","OK","negbinomial.size",1.26935425411905e-46,3.67514849444396e-45,"RAB31",FALSE,-102.314735646232,1
"NINJ1","OK","negbinomial.size",2.73091052981823e-46,7.87823322880053e-45,"NINJ1",TRUE,-101.552225515544,1
"DHRS3","OK","negbinomial.size",2.90605700712602e-46,8.35334587911656e-45,"DHRS3",FALSE,-101.493667022044,1
"SMS","OK","negbinomial.size",4.04794260806904e-46,1.15939460147239e-44,"SMS",FALSE,-101.165846118137,1
"TMEM123","OK","negbinomial.size",4.89365699463836e-46,1.39661475157697e-44,"TMEM123",FALSE,-100.979692817872,1
"TCF7L2","OK","negbinomial.size",1.44411983537688e-45,4.10674790195612e-44,"TCF7L2",TRUE,-99.9011126411759,1
"CISD2","OK","negbinomial.size",1.47084321384346e-45,4.16791068149755e-44,"CISD2",TRUE,-99.8863292170997,1
"GLO1","OK","negbinomial.size",1.62991816900405e-45,4.60235904187681e-44,"GLO1",TRUE,-99.7871750845074,1
"KCNMA1","OK","negbinomial.size",2.75200510332922e-45,7.74340590869851e-44,"KCNMA1",TRUE,-99.266902461042,1
"DUSP1","OK","negbinomial.size",2.95350664221231e-45,8.2812180975153e-44,"DUSP1",TRUE,99.1997540209344,-1
"VIM","OK","negbinomial.size",4.82088113920617e-45,1.34698116025862e-43,"VIM",TRUE,98.7132930878585,-1
"ETNK1","OK","negbinomial.size",5.64344614628138e-45,1.57131631201863e-43,"ETNK1",FALSE,-98.559245315359,1
"APOA1","OK","negbinomial.size",7.56013903282512e-45,2.09767607678144e-43,"APOA1",TRUE,-98.2703288968859,1
"RPS8","OK","negbinomial.size",7.65409289275306e-45,2.11639641197196e-43,"RPS8",FALSE,98.2614441620425,-1
"PRKACB","OK","negbinomial.size",1.22054496377974e-44,3.35653010678587e-43,"PRKACB",FALSE,-97.8002512646912,1
"AP2A2","OK","negbinomial.size",1.22231292838779e-44,3.35653010678587e-43,"AP2A2",FALSE,-97.8002512646912,1
"HSPB1","OK","negbinomial.size",2.02348919941074e-44,5.53756924400383e-43,"HSPB1",TRUE,-97.2996033588904,1
"LGALS3BP","OK","negbinomial.size",2.53309487525284e-44,6.90851916318958e-43,"LGALS3BP",TRUE,-97.0784036873764,1
"PLAC8","OK","negbinomial.size",3.04488511822719e-44,8.27608060535832e-43,"PLAC8",TRUE,96.8977894992563,-1
"PKM","OK","negbinomial.size",3.71383680464524e-44,1.00600914935322e-42,"PKM",FALSE,96.7025827393292,-1
"SNX5","OK","negbinomial.size",5.78306768656613e-44,1.56123290146453e-42,"SNX5",TRUE,-96.2630980751764,1
"SGPP1","OK","negbinomial.size",6.73804510497543e-44,1.81291981258783e-42,"SGPP1",TRUE,-96.1136352040851,1
"RPS17","OK","negbinomial.size",2.32291821117064e-43,6.22900651861228e-42,"RPS17",FALSE,94.8793570529843,-1
"EEF1A1","OK","negbinomial.size",3.76950488164634e-43,1.00742854545939e-41,"EEF1A1",FALSE,94.3985877230533,-1
"RPL15","OK","negbinomial.size",7.28599258986247e-43,1.9407455595197e-41,"RPL15",FALSE,93.7429166044777,-1
"YWHAH","OK","negbinomial.size",1.29968842257051e-42,3.45043527732922e-41,"YWHAH",TRUE,-93.1674884223292,1
"MEGF9","OK","negbinomial.size",1.4530801747707e-42,3.84488863463333e-41,"MEGF9",FALSE,93.0592441739022,-1
"CRYL1","OK","negbinomial.size",1.54789624036005e-42,4.08225704842151e-41,"CRYL1",FALSE,-92.999338779155,1
"SNX9","OK","negbinomial.size",1.67609884385194e-42,4.40582429645422e-41,"SNX9",TRUE,-92.9230614434155,1
"RAB20","OK","negbinomial.size",1.05419858120519e-41,2.76200028275759e-40,"RAB20",FALSE,-91.0874485624005,1
"GCLC","OK","negbinomial.size",1.96584807245919e-41,5.13369017876515e-40,"GCLC",TRUE,-90.4675789860826,1
"EIF3F","OK","negbinomial.size",2.8529471096286e-41,7.42602617362937e-40,"EIF3F",TRUE,90.0984128394199,-1
"RPS21","OK","negbinomial.size",3.27801690125407e-41,8.50475099283158e-40,"RPS21",FALSE,89.9627787720814,-1
"ORM1","OK","negbinomial.size",3.6797841030597e-41,9.51623131635925e-40,"ORM1",TRUE,-89.8504048194661,1
"AQP9","OK","negbinomial.size",4.83079182188222e-41,1.24525346608583e-39,"AQP9",FALSE,89.5814795303546,-1
"RPSA","OK","negbinomial.size",8.61109448951489e-41,2.21258058089111e-39,"RPSA",FALSE,89.0066591087893,-1
"RPS11","OK","negbinomial.size",1.2220887233167e-40,3.13003557308454e-39,"RPS11",FALSE,88.6597742570776,-1
"RPLP0","OK","negbinomial.size",4.99337532336737e-40,1.27482626865906e-38,"RPLP0",FALSE,87.2554236243228,-1
"C14orf2","OK","negbinomial.size",5.34044686577842e-40,1.35909270396291e-38,"C14orf2",FALSE,87.1914161860947,-1
"FLNA","OK","negbinomial.size",8.29575978379417e-40,2.10448941054918e-38,"FLNA",FALSE,86.7541606563711,-1
"ANXA5","OK","negbinomial.size",9.59580506951404e-40,2.42658475666097e-38,"ANXA5",FALSE,-86.6117487149262,1
"CTSZ","OK","negbinomial.size",3.3658186998968e-39,8.48462373213733e-38,"CTSZ",FALSE,-85.3599779811342,1
"CYFIP1","OK","negbinomial.size",3.65499652977722e-39,9.18461549353766e-38,"CYFIP1",FALSE,-85.2807036784176,1
"EVI2A","OK","negbinomial.size",1.07637254961486e-38,2.69633010782832e-37,"EVI2A",TRUE,84.2037568116687,-1
"NUMB","OK","negbinomial.size",1.18325796798735e-38,2.95481700693341e-37,"NUMB",FALSE,84.1122117184268,-1
"ME2","OK","negbinomial.size",1.51819721174511e-38,3.77941243584274e-37,"ME2",FALSE,-83.8660798834835,1
"MIR4435-2HG","OK","negbinomial.size",1.9261110113123e-38,4.77998543211074e-37,"MIR4435-2HG",TRUE,83.6312109419566,-1
"TCF4","OK","negbinomial.size",2.90906829890634e-38,7.19701695868748e-37,"TCF4",TRUE,-83.2219818119017,1
"PGD","OK","negbinomial.size",3.7274440101981e-38,9.19321144613981e-37,"PGD",FALSE,82.9771831153859,-1
"IDH1","OK","negbinomial.size",3.85708369573761e-38,9.4836787115813e-37,"IDH1",FALSE,-82.9460761500397,1
"NDUFA4","OK","negbinomial.size",3.94565955590269e-38,9.67170721203019e-37,"NDUFA4",FALSE,-82.9264435996344,1
"CPVL","OK","negbinomial.size",4.19327699504266e-38,1.02472405099039e-36,"CPVL",TRUE,-82.868639989987,1
"CDH5","OK","negbinomial.size",4.49780764291581e-38,1.09579209983354e-36,"CDH5",TRUE,-82.8015858671861,1
"ZYX","OK","negbinomial.size",4.6857037730325e-38,1.13809905320069e-36,"ZYX",FALSE,82.7637039743925,-1
"MSRB1","OK","negbinomial.size",6.21284800309019e-38,1.50445055735435e-36,"MSRB1",FALSE,82.4846355944119,-1
"IER2","OK","negbinomial.size",6.59289881736958e-38,1.5916572341269e-36,"IER2",TRUE,82.4282875887416,-1
"VAMP5","OK","negbinomial.size",2.5476595841245e-37,6.13203245082496e-36,"VAMP5",TRUE,-81.0795370947443,1
"RPL13A","OK","negbinomial.size",2.7098614511239e-37,6.50285371048981e-36,"RPL13A",FALSE,81.0208222348475,-1
"TECR","OK","negbinomial.size",3.21016448512111e-37,7.68036658700681e-36,"TECR",FALSE,-80.8543960690821,1
"ANXA6","OK","negbinomial.size",7.58263139241765e-37,1.80874052109879e-35,"ANXA6",FALSE,79.9978474964229,-1
"TRIM14","OK","negbinomial.size",1.05551163388792e-36,2.51029567452332e-35,"TRIM14",FALSE,-79.6700777099708,1
"NPL","OK","negbinomial.size",1.2613854535927e-36,2.99101814826685e-35,"NPL",FALSE,-79.494864407537,1
"EIF3M","OK","negbinomial.size",1.39920193920361e-36,3.30799488052546e-35,"EIF3M",FALSE,79.3941360252355,-1
"ACP2","OK","negbinomial.size",1.89455112896291e-36,4.46588733673824e-35,"ACP2",FALSE,-79.0940103285754,1
"NAMPT","OK","negbinomial.size",2.37644194264129e-36,5.58533751871957e-35,"NAMPT",TRUE,78.8703333910222,-1
"EPN1","OK","negbinomial.size",2.92559757757195e-36,6.85585051096113e-35,"EPN1",FALSE,78.6653758778527,-1
"MYO1G","OK","negbinomial.size",3.15742700929596e-36,7.3774851553462e-35,"MYO1G",TRUE,78.592045439111,-1
"IRS2","OK","negbinomial.size",3.31728277118866e-36,7.72839843281882e-35,"IRS2",FALSE,78.5455766021686,-1
"LDHB","OK","negbinomial.size",6.87467738637133e-36,1.59696357542132e-34,"LDHB",TRUE,77.8197891009517,-1
"ELL2","OK","negbinomial.size",7.97031425411459e-36,1.84610960013419e-34,"ELL2",TRUE,-77.6748126557923,1
"STX10","OK","negbinomial.size",9.23335437418373e-36,2.13247788451162e-34,"STX10",FALSE,77.5306085321539,-1
"CXCL2","OK","negbinomial.size",1.19978642142514e-35,2.76296636703408e-34,"CXCL2",TRUE,77.2715882885565,-1
"IGFBP7","OK","negbinomial.size",1.37098890366507e-35,3.14815296815735e-34,"IGFBP7",TRUE,77.141077240251,-1
"MTSS1","OK","negbinomial.size",1.97150539891732e-35,4.51412597213419e-34,"MTSS1",FALSE,-76.7806815768057,1
"CNDP2","OK","negbinomial.size",5.41291772969732e-35,1.23584644508604e-33,"CNDP2",FALSE,-75.7735519528531,1
"EPAS1","OK","negbinomial.size",5.62162188695318e-35,1.27983990024624e-33,"EPAS1",TRUE,-75.7385730766275,1
"FABP5","OK","negbinomial.size",8.97432045528247e-35,2.03732371472052e-33,"FABP5",TRUE,-75.2736710267963,1
"CKAP4","OK","negbinomial.size",9.19609629277855e-35,2.08175652905364e-33,"CKAP4",TRUE,75.2520960463453,-1
"CCR1","OK","negbinomial.size",1.20019121546696e-34,2.70924519853008e-33,"CCR1",TRUE,-74.9886379972347,1
"CHID1","OK","negbinomial.size",1.77568417247135e-34,3.99704006259678e-33,"CHID1",TRUE,-74.599753965958,1
"CD36","OK","negbinomial.size",2.37732672046045e-34,5.33629714134815e-33,"CD36",TRUE,74.3107760755809,-1
"EEF2","OK","negbinomial.size",3.07419578234681e-34,6.88120406070963e-33,"EEF2",FALSE,74.0565144233464,-1
"GNG12","OK","negbinomial.size",4.00211216603997e-34,8.93320623430876e-33,"GNG12",TRUE,-73.7955326975588,1
"NENF","OK","negbinomial.size",4.12492654798458e-34,9.18169583424646e-33,"NENF",FALSE,-73.7680961498325,1
"EVI2B","OK","negbinomial.size",4.71916871859304e-34,1.04752436750769e-32,"EVI2B",TRUE,73.6362933407287,-1
"EMB","OK","negbinomial.size",4.77365784270882e-34,1.05668420557025e-32,"EMB",TRUE,73.6275870783947,-1
"FEZ2","OK","negbinomial.size",8.77479424453112e-34,1.93699946983559e-32,"FEZ2",FALSE,-73.0215828650885,1
"CD164","OK","negbinomial.size",1.00393124210401e-33,2.21003155803118e-32,"CD164",FALSE,-72.8897161807296,1
"CLIC1","OK","negbinomial.size",1.21518663917491e-33,2.66773528396887e-32,"CLIC1",FALSE,72.7014930715808,-1
"IFITM3","OK","negbinomial.size",2.88949279115392e-33,6.32601010797561e-32,"IFITM3",TRUE,-71.838053253081,1
"CD38","OK","negbinomial.size",2.95381017404473e-33,6.44915221333099e-32,"CD38",TRUE,-71.8187742934344,1
"RILPL2","OK","negbinomial.size",5.50269794482376e-33,1.19814875414405e-31,"RILPL2",TRUE,71.1993602220959,-1
"HLA-DMB","OK","negbinomial.size",6.47783665311818e-33,1.40664110584422e-31,"HLA-DMB",TRUE,-71.0389332148015,1
"TBC1D16","OK","negbinomial.size",7.0041582886109e-33,1.51680837084796e-31,"TBC1D16",TRUE,-70.9635295115568,1
"ACTB","OK","negbinomial.size",7.07629300655173e-33,1.52828803825283e-31,"ACTB",TRUE,70.9559897031263,-1
"CLTC","OK","negbinomial.size",9.07121552078852e-33,1.9538566907445e-31,"CLTC",FALSE,-70.7103326733663,1
"GMFG","OK","negbinomial.size",1.16288202083476e-32,2.49800812593833e-31,"GMFG",FALSE,70.4646442181396,-1
"FSCN1","OK","negbinomial.size",2.42494353740455e-32,5.19510021646105e-31,"FSCN1",TRUE,-69.7324219675049,1
"M6PR","OK","negbinomial.size",2.66651226159306e-32,5.69735280277811e-31,"M6PR",FALSE,-69.6401362364168,1
"RPL31","OK","negbinomial.size",3.67710926421912e-32,7.83567470143333e-31,"RPL31",FALSE,69.3214508969392,-1
"HCST","OK","negbinomial.size",4.23794068943707e-32,9.00675107693927e-31,"HCST",FALSE,69.1821634670184,-1
"EPS8","OK","negbinomial.size",8.64518456029444e-32,1.83245808544597e-30,"EPS8",TRUE,-68.4718945081851,1
"DNPH1","OK","negbinomial.size",1.29327128874347e-31,2.73400287522463e-30,"DNPH1",FALSE,-68.0717859998652,1
"CDC42EP3","OK","negbinomial.size",1.55389512456542e-31,3.27629972042277e-30,"CDC42EP3",TRUE,67.8908381382649,-1
"SNX6","OK","negbinomial.size",1.81981793281346e-31,3.82688555292431e-30,"SNX6",FALSE,-67.7355014889924,1
"TCEAL4","OK","negbinomial.size",3.20266869941609e-31,6.71719831418215e-30,"TCEAL4",FALSE,-67.172881639753,1
"FYN","OK","negbinomial.size",3.6704481917993e-31,7.67815484310687e-30,"FYN",FALSE,67.0391735263314,-1
"CPPED1","OK","negbinomial.size",3.91542426236784e-31,8.16923114375495e-30,"CPPED1",FALSE,66.9771779926294,-1
"TCEAL3","OK","negbinomial.size",4.77224320423102e-31,9.93098839713805e-30,"TCEAL3",TRUE,-66.7818927802486,1
"LINC01272","OK","negbinomial.size",4.82003322079283e-31,1.00043858356768e-29,"LINC01272",TRUE,-66.7745292094093,1
"TLE3","OK","negbinomial.size",6.05076026542393e-31,1.25263277930059e-29,"TLE3",FALSE,66.5497201370516,-1
"APOA2","OK","negbinomial.size",8.97739512283745e-31,1.85370450714713e-29,"APOA2",TRUE,-66.1577816236445,1
"ZDHHC20","OK","negbinomial.size",1.02135284155617e-30,2.10351303012252e-29,"ZDHHC20",FALSE,66.031358878302,-1
"DUSP6","OK","negbinomial.size",1.31069731156509e-30,2.69248900172665e-29,"DUSP6",TRUE,65.7845016515684,-1
"IL17RA","OK","negbinomial.size",1.5594707980678e-30,3.19531567881021e-29,"IL17RA",FALSE,65.6132818098692,-1
"TUBB","OK","negbinomial.size",1.57451193735685e-30,3.21788360394337e-29,"TUBB",TRUE,-65.606243819221,1
"WSB1","OK","negbinomial.size",2.73752067024165e-30,5.58049175405639e-29,"WSB1",TRUE,-65.05569079635,1
"FCHO2","OK","negbinomial.size",2.96546410153743e-30,6.02977700645944e-29,"FCHO2",FALSE,-64.9782576674587,1
"CCND1","OK","negbinomial.size",4.42348165136209e-30,8.97158423249606e-29,"CCND1",TRUE,-64.5809054218031,1
"SOX4","OK","negbinomial.size",4.76101167128547e-30,9.63170740892208e-29,"SOX4",TRUE,64.5099071857029,-1
"PGAM1","OK","negbinomial.size",5.30349490176557e-30,1.07020777171739e-28,"PGAM1",FALSE,64.4045297950347,-1
"POMP","OK","negbinomial.size",5.67736464295988e-30,1.14276626856152e-28,"POMP",FALSE,-64.3389307293789,1
"PPT1","OK","negbinomial.size",6.11420078765061e-30,1.22760247472653e-28,"PPT1",TRUE,-64.2673195441656,1
"LYST","OK","negbinomial.size",9.2599899154982e-30,1.85455086252497e-28,"LYST",TRUE,63.8547400597183,-1
"LDHA","OK","negbinomial.size",1.58489921420203e-29,3.1662324051721e-28,"LDHA",TRUE,63.3198402385076,-1
"APOC3","OK","negbinomial.size",1.66027497648732e-29,3.30854297683546e-28,"APOC3",TRUE,-63.2758746996228,1
"PPP1R15A","OK","negbinomial.size",2.24382888923693e-29,4.46030762534634e-28,"PPP1R15A",TRUE,62.977164865887,-1
"FMNL1","OK","negbinomial.size",3.55385962562613e-29,7.046871530615e-28,"FMNL1",TRUE,62.51979884002,-1
"TSPAN13","OK","negbinomial.size",7.34582780817087e-29,1.45298292116568e-27,"TSPAN13",TRUE,-61.7961788805076,1
"CFL1","OK","negbinomial.size",7.50977294692777e-29,1.48174310170123e-27,"CFL1",FALSE,61.7765783446721,-1
"NCOA4","OK","negbinomial.size",8.05885440274152e-29,1.58616516089427e-27,"NCOA4",TRUE,-61.7084782562929,1
"RPL38","OK","negbinomial.size",1.17187645883811e-28,2.30085129793005e-27,"RPL38",FALSE,61.3365183268504,-1
"ANPEP","OK","negbinomial.size",1.32515851503869e-28,2.59542688570446e-27,"ANPEP",FALSE,61.2160465045889,-1
"HLA-B","OK","negbinomial.size",2.3748326416798e-28,4.63992362827953e-27,"HLA-B",FALSE,-60.635099604159,1
"BRI3","OK","negbinomial.size",2.38518472108928e-28,4.6487831966401e-27,"BRI3",FALSE,-60.6331920036256,1
"VCL","OK","negbinomial.size",2.71307630048372e-28,5.27498606257066e-27,"VCL",FALSE,60.5068214736473,-1
"TMBIM6","OK","negbinomial.size",2.91229347538995e-28,5.64857698102938e-27,"TMBIM6",FALSE,-60.4383938591681,1
"STARD7","OK","negbinomial.size",2.98243373968787e-28,5.77061210989002e-27,"STARD7",FALSE,-60.4170193510429,1
"CD99","OK","negbinomial.size",5.40771186774214e-28,1.04379288732192e-26,"CD99",FALSE,59.8243513318567,-1
"PRELID1","OK","negbinomial.size",8.66292066260964e-28,1.66808190397382e-26,"PRELID1",FALSE,59.3555380120123,-1
"RPL9","OK","negbinomial.size",8.6875431908177e-28,1.66880186629385e-26,"RPL9",FALSE,59.3551064942366,-1
"TNFAIP3","OK","negbinomial.size",1.09879856171756e-27,2.10563532534413e-26,"TNFAIP3",TRUE,59.1225951789829,-1
"SNX24","OK","negbinomial.size",1.11619910621587e-27,2.1338629324811e-26,"SNX24",TRUE,-59.109278497356,1
"BLVRA","OK","negbinomial.size",1.40814506007911e-27,2.68555779835136e-26,"BLVRA",TRUE,-58.8793239653335,1
"ITGB5","OK","negbinomial.size",1.54244918788487e-27,2.93469320485429e-26,"ITGB5",FALSE,-58.790609499891,1
"DDAH2","OK","negbinomial.size",1.70037497947434e-27,3.2274813446507e-26,"DDAH2",TRUE,-58.6955103542469,1
"RSL24D1","OK","negbinomial.size",3.55479093371703e-27,6.73135885102673e-26,"RSL24D1",FALSE,57.9604353850559,-1
"TTYH3","OK","negbinomial.size",5.91948641483006e-27,1.11826515226731e-25,"TTYH3",TRUE,-57.4528488116302,1
"HNMT","OK","negbinomial.size",6.16251306255116e-27,1.161430233086e-25,"HNMT",FALSE,-57.4149751196464,1
"TPM4","OK","negbinomial.size",7.88485293981509e-27,1.48253787863676e-25,"TPM4",TRUE,57.170871922774,-1
"IER3","OK","negbinomial.size",9.74281273677812e-27,1.82757785398108e-25,"IER3",TRUE,56.9616358117591,-1
"ITGAM","OK","negbinomial.size",1.09303433144939e-26,2.04553567742671e-25,"ITGAM",TRUE,56.848967624706,-1
"PTPRC","OK","negbinomial.size",1.89494638662195e-26,3.53797116249907e-25,"PTPRC",FALSE,56.3010738799384,-1
"MARCKS","OK","negbinomial.size",2.39064537978374e-26,4.4530646223431e-25,"MARCKS",TRUE,-56.0710347865255,1
"HSP90B1","OK","negbinomial.size",2.73895503421628e-26,5.08999759963309e-25,"HSP90B1",TRUE,-55.9373499658737,1
"SERINC1","OK","negbinomial.size",2.96413099055107e-26,5.49567766716789e-25,"SERINC1",FALSE,-55.860665420274,1
"NCF1","OK","negbinomial.size",3.03567139155425e-26,5.61528937266435e-25,"NCF1",TRUE,55.8391342023405,-1
"PFDN5","OK","negbinomial.size",3.76691267355959e-26,6.95182428970315e-25,"PFDN5",FALSE,55.6256232119912,-1
